index,frame,group,user_add_mean,user_add_sd,user_del_mean,user_del_sd,user_speak_mean,user_speak_sd,user_turns_mean,user_turns_sd,user_speech,write_text,user_wh_mean,user_self_mean,user_us_mean,user_yes_mean,user_thanks_mean,user_wh_sd,user_self_sd,user_us_sd,user_yes_sd,user_thanks_sd,session,language,learning_design,time,students,class,teacher,subject
74,75,87_2,18,25.927248643506744,0,0.4714045207910317,2.1713333333333336,0.9758856945815371,1,0.4714045207910317,something good ready something good video,"*Standard keeper - Gardo Kirsipuu<br/>*Encourager - Chris Erman<br/>*Mediator - Andero Ilmar Kõre<br/>*<br/>*Pros - Easy, Cheaper (no middle man), More choice, Convenient as you don't have to leave your house, good for introverts, privacy<br/>*Cons - Bad for the enviroment, You don't see the product with your own eyes, impulse buying is easier, shipping can be expensive and slow depending on the location and size of the product, data leaks<br/>*The Growth of Online Shopping Has Greatly Improved Life for the Consumer<br/>*<br/>The amount of people shopping online Nowadays has incresed greatly compared to brick-and-mortar shopping. That even shows the fact that the biggest company these days is Amazon which deals in online shopping. Has the massive growth of online shopping improved upon the life of the consumer?<br/><br/>Perhaps one of the greatest benefits of online shopping is the added conveniance of being able to purchase things without leaving your house and having it delivered to your doorstep. This can be seen from the rise of startups like Bolt and Wolt. Buying things online is also usually cheaper than in-store, because there is no middle man who takes a cut of the profits and there is generally a field where you can enter a coupon code that you can find online easiliy. The common adaptation of online shopping has given rise to many stores who sell similar goods, which means that you can commonly find the same product cheaper on a different site and you have more variety in products. Finally, with online shopping comes more privacy and anonimity.<br/><br/><br/>",0,0,0,0,0,0.0,0.4714045207910317,0.0,0.0,0.0,87,eng,role-based,morning,6,C1,T15,english
75,76,87_2,0,0.0,0,0.0,11.036666666666667,3.351737095232195,3,0.4714045207910317,"s already 128"",  playlist sexy and I know it. aunt",,0,0,0,0,0,0.0,0.4714045207910317,0.9428090415820634,0.0,0.0,87,eng,role-based,morning,6,C1,T15,english
76,77,87_2,0,0.0,0,0.0,5.106,2.8925315325276344,2,0.816496580927726,"I just copied it and put it in Google Docs s probably going to 100""] but Lisa is that is probably going to",,0,1,0,0,0,0.9428090415820634,0.816496580927726,0.9428090415820634,0.4714045207910317,0.0,87,eng,role-based,morning,6,C1,T15,english
77,78,87_2,47,57.52101065407897,47,57.52101065407897,7.364333333333332,1.1361796610669557,2,0.4714045207910317,"s not going to happen"", ""let we have to finish the second one s delete this."", ","*Standard keeper - Gardo Kirsipuu<br/>*Encourager - Chris Erman<br/>*Mediator - Andero Ilmar Kõre<br/>*<br/>*Pros - Easy, Cheaper (no middle man), More choice, Convenient as you don't have to leave your house, good for introverts, privacy<br/>*Cons - Bad for the enviroment, You don't see the product with your own eyes, impulse buying is easier, shipping can be expensive and slow depending on the location and size of the product, data leaks<br/>*The Growth of Online Shopping Has Greatly Improved Life for the Consumer<br/>*<br/>The amount of people shopping online Nowadays has incresed greatly compared to brick-and-mortar shopping. That even shows the fact that the biggest company these days is Amazon which deals in online shopping. Has the massive growth of online shopping improved upon the life of the consumer?<br/><br/>Perhaps one of the greatest benefits of online shopping is the added conveniance of being able to purchase things without leaving your house and having it delivered to your doorstep. This can be seen from the rise of startups like Bolt and Wolt. Buying things online is also usually cheaper than in-store, because there is no middle man who takes a cut of the profits and there is generally a field where you can enter a coupon code that you can find online easiliy. The common adaptation of online shopping has given rise to many stores who sell similar goods, which means that you can commonly find the same product cheaper on a different site and you have more variety in products. Finally, with online shopping comes more privacy and anonimity.<br/><br/><br/>",0,0,0,0,0,0.0,0.9428090415820634,0.9428090415820634,0.4714045207910317,0.0,87,eng,role-based,morning,6,C1,T15,english
78,79,87_2,2,3.7712361663282534,0,0.4714045207910317,4.817666666666667,1.2331061953006681,3,0.816496580927726,Chula Vista Maybe delete the Park weather maybe delete the software,"*Standard keeper - Gardo Kirsipuu<br/>*Encourager - Chris Erman<br/>*Mediator - Andero Ilmar Kõre<br/>*<br/>*Pros - Easy, Cheaper (no middle man), More choice, Convenient as you don't have to leave your house, good for introverts, privacy<br/>*Cons - Bad for the enviroment, You don't see the product with your own eyes, impulse buying is easier, shipping can be expensive and slow depending on the location and size of the product, data leaks<br/>*The Growth of Online Shopping Has Greatly Improved Life for the Consumer<br/>*<br/>The amount of people shopping online Nowadays has incresed greatly compared to brick-and-mortar shopping. That even shows the fact that the biggest company these days is Amazon which deals in online shopping. Has the massive growth of online shopping improved upon the life of the consumer?<br/><br/>Perhaps one of the greatest benefits of online shopping is the added conveniance of being able to purchase things without leaving your house and having it delivered to your doorstep. This can be seen from the rise of startups like Bolt and Wolt. Buying things online is also usually cheaper than in-store, because there is no middle man who takes a cut of the profits and there is generally a field where you can enter a coupon code that you can find online easiliy. The common adaptation of online shopping has given rise to many stores who sell similar goods, which means that you can commonly find the same product cheaper on a different site and you have more variety in products. Finally, with online shopping comes more privacy and anonimity.<br/><br/>However<br/>",0,0,0,0,0,0.4714045207910317,0.9428090415820634,0.0,0.0,0.0,87,eng,role-based,morning,6,C1,T15,english
79,80,87_2,20,28.755675768252935,3,4.242640687119285,2.7769999999999997,0.8306419204446643,1,0.4714045207910317,however there are still got to go. against on that shopping 53.com,"*Standard keeper - Gardo Kirsipuu<br/>*Encourager - Chris Erman<br/>*Mediator - Andero Ilmar Kõre<br/>*<br/>*Pros - Easy, Cheaper (no middle man), More choice, Convenient as you don't have to leave your house, good for introverts, privacy<br/>*Cons - Bad for the enviroment, You don't see the product with your own eyes, impulse buying is easier, shipping can be expensive and slow depending on the location and size of the product, data leaks<br/>*The Growth of Online Shopping Has Greatly Improved Life for the Consumer<br/>*<br/>The amount of people shopping online Nowadays has incresed greatly compared to brick-and-mortar shopping. That even shows the fact that the biggest company these days is Amazon which deals in online shopping. Has the massive growth of online shopping improved upon the life of the consumer?<br/><br/>Perhaps one of the greatest benefits of online shopping is the added conveniance of being able to purchase things without leaving your house and having it delivered to your doorstep. This can be seen from the rise of startups like Bolt and Wolt. Buying things online is also usually cheaper than in-store, because there is no middle man who takes a cut of the profits and there is generally a field where you can enter a coupon code that you can find online easiliy. The common adaptation of online shopping has given rise to many stores who sell similar goods, which means that you can commonly find the same product cheaper on a different site and you have more variety in products. Finally, with online shopping comes more privacy and anonimity.<br/><br/>However, there are strong arguments against online shopping<br/>",0,0,0,0,0,0.4714045207910317,0.9428090415820634,0.4714045207910317,0.0,0.0,87,eng,role-based,morning,6,C1,T15,english
80,81,87_2,8,12.256517540566826,1,1.8856180831641267,4.832666666666667,2.5714454214615476,2,0.9428090415820634,"27 kitchen or maybe the greatest s 1 / 11"", ","*Standard keeper - Gardo Kirsipuu<br/>*Encourager - Chris Erman<br/>*Mediator - Andero Ilmar Kõre<br/>*<br/>*Pros - Easy, Cheaper (no middle man), More choice, Convenient as you don't have to leave your house, good for introverts, privacy<br/>*Cons - Bad for the enviroment, You don't see the product with your own eyes, impulse buying is easier, shipping can be expensive and slow depending on the location and size of the product, data leaks, l<br/>*The Growth of Online Shopping Has Greatly Improved Life for the Consumer<br/>*<br/>The amount of people shopping online Nowadays has incresed greatly compared to brick-and-mortar shopping. That even shows the fact that the biggest company these days is Amazon which deals in online shopping. Has the massive growth of online shopping improved upon the life of the consumer?<br/><br/>Perhaps one of the greatest benefits of online shopping is the added conveniance of being able to purchase things without leaving your house and having it delivered to your doorstep. This can be seen from the rise of startups like Bolt and Wolt. Buying things online is also usually cheaper than in-store, because there is no middle man who takes a cut of the profits and there is generally a field where you can enter a coupon code that you can find online easiliy. The common adaptation of online shopping has given rise to many stores who sell similar goods, which means that you can commonly find the same product cheaper on a different site and you have more variety in products. Finally, with online shopping comes more privacy and anonimity.<br/><br/>However, there are strong arguments against online shopping. One disadvantage <br/>",0,0,0,0,0,0.4714045207910317,0.0,0.0,0.0,0.0,87,eng,role-based,morning,6,C1,T15,english
81,82,87_2,10,14.613540144521982,11,16.027753706895076,4.769666666666667,0.9562849412643121,2,0.816496580927726,sugar sugar and Maple Shade to main disadvantage is that you can see list of list of it assistant you can see mr. Mister,"*Standard keeper - Gardo Kirsipuu<br/>*Encourager - Chris Erman<br/>*Mediator - Andero Ilmar Kõre<br/>*<br/>*Pros - Easy, Cheaper (no middle man), More choice, Convenient as you don't have to leave your house, good for introverts, privacy<br/>*Cons - Bad for the enviroment, You don't see the product with your own eyes, impulse buying is easier, shipping can be expensive and slow depending on the location and size of the product, data leaks<br/>*The Growth of Online Shopping Has Greatly Improved Life for the Consumer<br/>*<br/>The amount of people shopping online Nowadays has incresed greatly compared to brick-and-mortar shopping. That even shows the fact that the biggest company these days is Amazon which deals in online shopping. Has the massive growth of online shopping improved upon the life of the consumer?<br/><br/>Perhaps one of the greatest benefits of online shopping is the added conveniance of being able to purchase things without leaving your house and having it delivered to your doorstep. This can be seen from the rise of startups like Bolt and Wolt. Buying things online is also usually cheaper than in-store, because there is no middle man who takes a cut of the profits and there is generally a field where you can enter a coupon code that you can find online easiliy. The common adaptation of online shopping has given rise to many stores who sell similar goods, which means that you can commonly find the same product cheaper on a different site and you have more variety in products. Finally, with online shopping comes more privacy and anonimity.<br/><br/>However, there are strong arguments against online shopping. One disadvantage <br/>",0,1,0,0,0,0.4714045207910317,1.247219128924647,0.4714045207910317,0.0,0.0,87,eng,role-based,morning,6,C1,T15,english
82,83,87_2,13,19.3275853524323,1,1.4142135623730951,5.137,1.973883650742025,1,0.4714045207910317,"re either so I think that you can see the product with your own eyes or"", ""okay then, let come see the photos I agree with that things that you can see the problem or is your own eyes I agree with that","*Standard keeper - Gardo Kirsipuu<br/>*Encourager - Chris Erman<br/>*Mediator - Andero Ilmar Kõre<br/>*<br/>*Pros - Easy, Cheaper (no middle man), More choice, Convenient as you don't have to leave your house, good for introverts, privacy<br/>*Cons - Bad for the enviroment, You don't see the product with your own eyes, impulse buying is easier, shipping can be expensive and slow depending on the location and size of the product, data leaks<br/>*The Growth of Online Shopping Has Greatly Improved Life for the Consumer<br/>*<br/>The amount of people shopping online Nowadays has incresed greatly compared to brick-and-mortar shopping. That even shows the fact that the biggest company these days is Amazon which deals in online shopping. Has the massive growth of online shopping improved upon the life of the consumer?<br/><br/>Perhaps one of the greatest benefits of online shopping is the added conveniance of being able to purchase things without leaving your house and having it delivered to your doorstep. This can be seen from the rise of startups like Bolt and Wolt. Buying things online is also usually cheaper than in-store, because there is no middle man who takes a cut of the profits and there is generally a field where you can enter a coupon code that you can find online easiliy. The common adaptation of online shopping has given rise to many stores who sell similar goods, which means that you can commonly find the same product cheaper on a different site and you have more variety in products. Finally, with online shopping comes more privacy and anonimity.<br/><br/>However, there are strong arguments against online shopping. The main disadvantage would be the fact that you can't <br/>",0,3,0,0,0,0.0,0.4714045207910317,0.0,0.0,0.0,87,eng,role-based,morning,6,C1,T15,english
83,84,87_2,6,8.956685895029603,8,11.785113019775793,5.272666666666667,1.358245518633833,2,0.4714045207910317,"m sure old fact that you"", ""that you can s not that you can And like the cost of shipping also","*Standard keeper - Gardo Kirsipuu<br/>*Encourager - Chris Erman<br/>*Mediator - Andero Ilmar Kõre<br/>*<br/>*Pros - Easy, Cheaper (no middle man), More choice, Convenient as you don't have to leave your house, good for introverts, privacy<br/>*Cons - Bad for the enviroment, You don't see the product with your own eyes, impulse buying is easier, shipping can be expensive and slow depending on the location and size of the product, data leaks<br/>*The Growth of Online Shopping Has Greatly Improved Life for the Consumer<br/>*<br/>The amount of people shopping online Nowadays has incresed greatly compared to brick-and-mortar shopping. That even shows the fact that the biggest company these days is Amazon which deals in online shopping. Has the massive growth of online shopping improved upon the life of the consumer?<br/><br/>Perhaps one of the greatest benefits of online shopping is the added conveniance of being able to purchase things without leaving your house and having it delivered to your doorstep. This can be seen from the rise of startups like Bolt and Wolt. Buying things online is also usually cheaper than in-store, because there is no middle man who takes a cut of the profits and there is generally a field where you can enter a coupon code that you can find online easiliy. The common adaptation of online shopping has given rise to many stores who sell similar goods, which means that you can commonly find the same product cheaper on a different site and you have more variety in products. Finally, with online shopping comes more privacy and anonimity.<br/><br/>However, there are strong arguments against online shopping. The main disadvantage would be the fact that you <br/>",0,4,0,0,0,0.4714045207910317,1.699673171197595,0.0,0.0,0.0,87,eng,role-based,morning,6,C1,T15,english
84,85,87_2,13,18.856180831641264,3,4.242640687119285,2.7556666666666665,1.4054262303261915,1,0.4714045207910317,that you are I feel like by your phone online you can truly know hundred percent how it feels in your hand after fight at 50% to you unlock your bike,"*Standard keeper - Gardo Kirsipuu<br/>*Encourager - Chris Erman<br/>*Mediator - Andero Ilmar Kõre<br/>*<br/>*Pros - Easy, Cheaper (no middle man), More choice, Convenient as you don't have to leave your house, good for introverts, privacy<br/>*Cons - Bad for the enviroment, You don't see the product with your own eyes, impulse buying is easier, shipping can be expensive and slow depending on the location and size of the product, data leaks<br/>*The Growth of Online Shopping Has Greatly Improved Life for the Consumer<br/>*<br/>The amount of people shopping online Nowadays has incresed greatly compared to brick-and-mortar shopping. That even shows the fact that the biggest company these days is Amazon which deals in online shopping. Has the massive growth of online shopping improved upon the life of the consumer?<br/><br/>Perhaps one of the greatest benefits of online shopping is the added conveniance of being able to purchase things without leaving your house and having it delivered to your doorstep. This can be seen from the rise of startups like Bolt and Wolt. Buying things online is also usually cheaper than in-store, because there is no middle man who takes a cut of the profits and there is generally a field where you can enter a coupon code that you can find online easiliy. The common adaptation of online shopping has given rise to many stores who sell similar goods, which means that you can commonly find the same product cheaper on a different site and you have more variety in products. Finally, with online shopping comes more privacy and anonimity.<br/><br/>However, there are strong arguments against online shopping. The main disadvantage would be the fact that you get no assurance on what you ar<br/>",0,2,0,0,0,0.9428090415820634,2.3570226039551585,0.0,0.0,0.0,87,eng,role-based,morning,6,C1,T15,english
85,86,87_2,4,4.320493798938574,0,0.9428090415820634,5.691,4.519343388885897,1,0.4714045207910317,kudos. the fuel happy color,"*Standard keeper - Gardo Kirsipuu<br/>*Encourager - Chris Erman<br/>*Mediator - Andero Ilmar Kõre<br/>*<br/>*Pros - Easy, Cheaper (no middle man), More choice, Convenient as you don't have to leave your house, good for introverts, privacy<br/>*Cons - Bad for the enviroment, You don't see the product with your own eyes, impulse buying is easier, shipping can be expensive and slow depending on the location and size of the product, data leaks<br/>*The Growth of Online Shopping Has Greatly Improved Life for the Consumer<br/>*<br/>The amount of people shopping online Nowadays has incresed greatly compared to brick-and-mortar shopping. That even shows the fact that the biggest company these days is Amazon which deals in online shopping. Has the massive growth of online shopping improved upon the life of the consumer?<br/><br/>Perhaps one of the greatest benefits of online shopping is the added conveniance of being able to purchase things without leaving your house and having it delivered to your doorstep. This can be seen from the rise of startups like Bolt and Wolt. Buying things online is also usually cheaper than in-store, because there is no middle man who takes a cut of the profits and there is generally a field where you can enter a coupon code that you can find online easiliy. The common adaptation of online shopping has given rise to many stores who sell similar goods, which means that you can commonly find the same product cheaper on a different site and you have more variety in products. Finally, with online shopping comes more privacy and anonimity.<br/><br/>However, there are strong arguments against online shopping. The main disadvantage would be the fact that you get no assurance on what you're buying. W<br/>",0,0,0,0,0,0.0,0.4714045207910317,0.4714045207910317,0.0,0.0,87,eng,role-based,morning,6,C1,T15,english
86,87,87_2,19,19.362047641943473,0,0.4714045207910317,3.9663333333333335,0.8662110340763132,2,0.816496580927726,"dementia And then you do with the girls ,","*Standard keeper - Gardo Kirsipuu<br/>*Encourager - Chris Erman<br/>*Mediator - Andero Ilmar Kõre<br/>*<br/>*Pros - Easy, Cheaper (no middle man), More choice, Convenient as you don't have to leave your house, good for introverts, privacy<br/>*Cons - Bad for the enviroment, You don't see the product with your own eyes, impulse buying is easier, shipping can be expensive and slow depending on the location and size of the product, data leaks<br/>*The Growth of Online Shopping Has Greatly Improved Life for the Consumer<br/>*<br/>The amount of people shopping online Nowadays has incresed greatly compared to brick-and-mortar shopping. That even shows the fact that the biggest company these days is Amazon which deals in online shopping. Has the massive growth of online shopping improved upon the life of the consumer?<br/><br/>Perhaps one of the greatest benefits of online shopping is the added conveniance of being able to purchase things without leaving your house and having it delivered to your doorstep. This can be seen from the rise of startups like Bolt and Wolt. Buying things online is also usually cheaper than in-store, because there is no middle man who takes a cut of the profits and there is generally a field where you can enter a coupon code that you can find online easiliy. The common adaptation of online shopping has given rise to many stores who sell similar goods, which means that you can commonly find the same product cheaper on a different site and you have more variety in products. Finally, with online shopping comes more privacy and anonimity.<br/><br/>However, there are strong arguments against online shopping. The main disadvantage would be the fact that you get no assurance on what you're buying. What is more, it is easier to get scammed shopping online. <br/>",0,0,0,0,0,0.0,0.4714045207910317,0.0,0.0,0.0,87,eng,role-based,morning,6,C1,T15,english
87,88,87_2,4,5.656854249492381,0,0.0,3.7113333333333336,0.8810903598509194,3,0.816496580927726,but the slow shipping parts maybe let me finish 19 things you need to,"*Standard keeper - Gardo Kirsipuu<br/>*Encourager - Chris Erman<br/>*Mediator - Andero Ilmar Kõre<br/>*<br/>*Pros - Easy, Cheaper (no middle man), More choice, Convenient as you don't have to leave your house, good for introverts, privacy<br/>*Cons - Bad for the enviroment, You don't see the product with your own eyes, impulse buying is easier, shipping can be expensive and slow depending on the location and size of the product, data leaks<br/>*The Growth of Online Shopping Has Greatly Improved Life for the Consumer<br/>*<br/>The amount of people shopping online Nowadays has incresed greatly compared to brick-and-mortar shopping. That even shows the fact that the biggest company these days is Amazon which deals in online shopping. Has the massive growth of online shopping improved upon the life of the consumer?<br/><br/>Perhaps one of the greatest benefits of online shopping is the added conveniance of being able to purchase things without leaving your house and having it delivered to your doorstep. This can be seen from the rise of startups like Bolt and Wolt. Buying things online is also usually cheaper than in-store, because there is no middle man who takes a cut of the profits and there is generally a field where you can enter a coupon code that you can find online easiliy. The common adaptation of online shopping has given rise to many stores who sell similar goods, which means that you can commonly find the same product cheaper on a different site and you have more variety in products. Finally, with online shopping comes more privacy and anonimity.<br/><br/>However, there are strong arguments against online shopping. The main disadvantage would be the fact that you get no assurance on what you're buying. What is more, it is easier to get scammed shopping online. But perhaps <br/>",0,1,0,0,0,0.9428090415820634,1.247219128924647,0.0,0.0,0.0,87,eng,role-based,morning,6,C1,T15,english
88,89,87_2,30,42.42640687119285,3,4.714045207910316,3.4036666666666666,1.495958184204655,1,0.4714045207910317,ordering online you take to have you have to take into account that you need to wait at least like 2 or 3 days for a package to arrive shipping get the fence like maybe yes minimum the shipping its offense like,"*Standard keeper - Gardo Kirsipuu<br/>*Encourager - Chris Erman<br/>*Mediator - Andero Ilmar Kõre<br/>*<br/>*Pros - Easy, Cheaper (no middle man), More choice, Convenient as you don't have to leave your house, good for introverts, privacy<br/>*Cons - Bad for the enviroment, You don't see the product with your own eyes, impulse buying is easier, shipping can be expensive and slow depending on the location and size of the product, data leaks<br/>*The Growth of Online Shopping Has Greatly Improved Life for the Consumer<br/>*<br/>The amount of people shopping online Nowadays has incresed greatly compared to brick-and-mortar shopping. That even shows the fact that the biggest company these days is Amazon which deals in online shopping. Has the massive growth of online shopping improved upon the life of the consumer?<br/><br/>Perhaps one of the greatest benefits of online shopping is the added conveniance of being able to purchase things without leaving your house and having it delivered to your doorstep. This can be seen from the rise of startups like Bolt and Wolt. Buying things online is also usually cheaper than in-store, because there is no middle man who takes a cut of the profits and there is generally a field where you can enter a coupon code that you can find online easiliy. The common adaptation of online shopping has given rise to many stores who sell similar goods, which means that you can commonly find the same product cheaper on a different site and you have more variety in products. Finally, with online shopping comes more privacy and anonimity.<br/><br/>However, there are strong arguments against online shopping. The main disadvantage would be the fact that you get no assurance on what you're buying. What is more, it is easier to get scammed shopping online. But perhaps one of the largest issues is the question of shipping which can take a long time<br/>",0,1,0,0,0,0.0,2.357022603955158,0.0,0.4714045207910317,0.0,87,eng,role-based,morning,6,C1,T15,english
89,90,87_2,10,14.613540144521982,31,44.78342947514801,3.2773333333333334,2.5970278311091612,1,0.4714045207910317,"yeah oh yeah s a more Global think of shipping which can take a long time""] us General a more Global which can take a long time","*Standard keeper - Gardo Kirsipuu<br/>*Encourager - Chris Erman<br/>*Mediator - Andero Ilmar Kõre<br/>*<br/>*Pros - Easy, Cheaper (no middle man), More choice, Convenient as you don't have to leave your house, good for introverts, privacy<br/>*Cons - Bad for the enviroment, You don't see the product with your own eyes, impulse buying is easier, shipping can be expensive and slow depending on the location and size of the product, data leaks<br/>*The Growth of Online Shopping Has Greatly Improved Life for the Consumer<br/>*<br/>The amount of people shopping online Nowadays has incresed greatly compared to brick-and-mortar shopping. That even shows the fact that the biggest company these days is Amazon which deals in online shopping. Has the massive growth of online shopping improved upon the life of the consumer?<br/><br/>Perhaps one of the greatest benefits of online shopping is the added conveniance of being able to purchase things without leaving your house and having it delivered to your doorstep. This can be seen from the rise of startups like Bolt and Wolt. Buying things online is also usually cheaper than in-store, because there is no middle man who takes a cut of the profits and there is generally a field where you can enter a coupon code that you can find online easiliy. The common adaptation of online shopping has given rise to many stores who sell similar goods, which means that you can commonly find the same product cheaper on a different site and you have more variety in products. Finally, with online shopping comes more privacy and anonimity.<br/><br/>However, there are strong arguments against online shopping. The main disadvantage would be the fact that you get no assurance on what you're buying. What is more, it is easier to get scammed shopping online. But perhaps one of the most <br/>",0,0,0,0,0,0.4714045207910317,0.4714045207910317,0.0,0.0,0.0,87,eng,role-based,morning,6,C1,T15,english
90,91,87_2,21,30.169889330626027,2,2.6246692913372702,6.399,0.9785359812836038,3,0.816496580927726,issue shoes in Baton Rouge issues in that shipping,"*Standard keeper - Gardo Kirsipuu<br/>*Encourager - Chris Erman<br/>*Mediator - Andero Ilmar Kõre<br/>*<br/>*Pros - Easy, Cheaper (no middle man), More choice, Convenient as you don't have to leave your house, good for introverts, privacy<br/>*Cons - Bad for the enviroment, You don't see the product with your own eyes, impulse buying is easier, shipping can be expensive and slow depending on the location and size of the product, data leaks<br/>*The Growth of Online Shopping Has Greatly Improved Life for the Consumer<br/>*<br/>The amount of people shopping online Nowadays has incresed greatly compared to brick-and-mortar shopping. That even shows the fact that the biggest company these days is Amazon which deals in online shopping. Has the massive growth of online shopping improved upon the life of the consumer?<br/><br/>Perhaps one of the greatest benefits of online shopping is the added conveniance of being able to purchase things without leaving your house and having it delivered to your doorstep. This can be seen from the rise of startups like Bolt and Wolt. Buying things online is also usually cheaper than in-store, because there is no middle man who takes a cut of the profits and there is generally a field where you can enter a coupon code that you can find online easiliy. The common adaptation of online shopping has given rise to many stores who sell similar goods, which means that you can commonly find the same product cheaper on a different site and you have more variety in products. Finally, with online shopping comes more privacy and anonimity.<br/><br/>However, there are strong arguments against online shopping. The main disadvantage would be the fact that you get no assurance on what you're buying. What is more, it is easier to get scammed shopping online. But perhaps one of the most annoying issue is that of shipping which can be slow and <br/>",0,0,0,0,0,0.4714045207910317,0.9428090415820634,0.0,0.4714045207910317,0.0,87,eng,role-based,morning,6,C1,T15,english
91,92,87_2,3,5.185449728701348,0,0.4714045207910317,3.6376666666666666,0.6618934120301313,2,0.816496580927726,yes maybe today,"*Standard keeper - Gardo Kirsipuu<br/>*Encourager - Chris Erman<br/>*Mediator - Andero Ilmar Kõre<br/>*<br/>*Pros - Easy, Cheaper (no middle man), More choice, Convenient as you don't have to leave your house, good for introverts, privacy<br/>*Cons - Bad for the enviroment, You don't see the product with your own eyes, impulse buying is easier, shipping can be expensive and slow depending on the location and size of the product, data leaks<br/>*The Growth of Online Shopping Has Greatly Improved Life for the Consumer<br/>*<br/>The amount of people shopping online Nowadays has incresed greatly compared to brick-and-mortar shopping. That even shows the fact that the biggest company these days is Amazon which deals in online shopping. Has the massive growth of online shopping improved upon the life of the consumer?<br/><br/>Perhaps one of the greatest benefits of online shopping is the added conveniance of being able to purchase things without leaving your house and having it delivered to your doorstep. This can be seen from the rise of startups like Bolt and Wolt. Buying things online is also usually cheaper than in-store, because there is no middle man who takes a cut of the profits and there is generally a field where you can enter a coupon code that you can find online easiliy. The common adaptation of online shopping has given rise to many stores who sell similar goods, which means that you can commonly find the same product cheaper on a different site and you have more variety in products. Finally, with online shopping comes more privacy and anonimity.<br/><br/>However, there are strong arguments against online shopping. The main disadvantage would be the fact that you get no assurance on what you're buying. What is more, it is easier to get scammed shopping online. But perhaps one of the most annoying issue is that of shipping which can be slow and expensive.<br/>",0,0,0,0,0,0.0,0.4714045207910317,0.0,0.4714045207910317,0.0,87,eng,role-based,morning,6,C1,T15,english
92,93,87_2,0,0.0,0,0.0,5.529333333333334,3.2217823569501953,2,1.247219128924647,Pathfinder for environment I thought that the government is keeping I thought that was one of my discs,,0,1,0,0,0,0.4714045207910317,0.9428090415820634,0.0,0.0,0.0,87,eng,role-based,morning,6,C1,T15,english
93,94,87_2,0,0.0,0,0.0,2.8753333333333333,1.2604254131927928,1,0.4714045207910317,like once once a week or what re like usually like I don s like they,,0,1,0,0,0,0.4714045207910317,1.247219128924647,0.0,0.4714045207910317,0.0,87,eng,role-based,morning,6,C1,T15,english
94,95,87_2,3,4.242640687119285,2,3.7712361663282534,5.264333333333333,2.1415144693002244,2,0.9428090415820634,"so I Am Legend m looking for a football team.""]","*Standard keeper - Gardo Kirsipuu<br/>*Encourager - Chris Erman<br/>*Mediator - Andero Ilmar Kõre<br/>*<br/>*Pros - Easy, Cheaper (no middle man), More choice, Convenient as you don't have to leave your house, good for introverts, privacy<br/>*Cons - Bad for the enviroment, You don't see the product with your own eyes, impulse buying is easier, shipping can be expensive and slow depending on the location and size of the product, data leaks<br/>*The Growth of Online Shopping Has Greatly Improved Life for the Consumer<br/>*<br/>The amount of people shopping online Nowadays has incresed greatly compared to brick-and-mortar shopping. That even shows the fact that the biggest company these days is Amazon which deals in online shopping. Has the massive growth of online shopping improved upon the life of the consumer?<br/><br/>Perhaps one of the greatest benefits of online shopping is the added conveniance of being able to purchase things without leaving your house and having it delivered to your doorstep. This can be seen from the rise of startups like Bolt and Wolt. Buying things online is also usually cheaper than in-store, because there is no middle man who takes a cut of the profits and there is generally a field where you can enter a coupon code that you can find online easiliy. The common adaptation of online shopping has given rise to many stores who sell similar goods, which means that you can commonly find the same product cheaper on a different site and you have more variety in products. Finally, with online shopping comes more privacy and anonimity.<br/><br/>However, there are strong arguments against online shopping. The main disadvantage would be the fact that you get no assurance on what you're buying. What is more, it is easier to get scammed shopping online. But perhaps one of the most annoying issue is that of shipping which can be slow and expensive. <br/>",0,1,0,0,0,0.0,0.816496580927726,0.4714045207910317,0.0,0.0,87,eng,role-based,morning,6,C1,T15,english
